curso,ano,prova,tipoquestao,idquestao,objeto,objetodetalhado,gabarito,acertoscurso,acertosregiao,acertosbrasil,acertosdif,texto,imagem,urlprova,urlsintese,urlcurso,urlcrop
CC,2011,Geral,Objetiva,3,"Tecnologias de informação e comunicação; Democracia, ética e cidadania; ",,E,"73,7","77,2","73,3","0,4","A cibercultura pode ser vista como herdeira legítima (embora distante) do projeto progressista dos filósofos do século XVII. De fato, ela valoriza a participação das pessoas em comunidades de debate e argumentação. Na linha reta das morais da igualdade, ela incentiva uma forma de reciprocidade essencial nas relações humanas. Desenvolveu-se a partir de uma prática assídua de trocas de informações e conhecimentos, coisa que os filósofos do Iluminismo viam como principal motor do progresso.  (...) A cibercultura não seria pós-moderna, mas estaria inserida
perfeitamente
na continuidade dos ideais revolucionários e republicanos de liberdade, igualdade e fraternidade. A diferença é apenas que, na cibercultura, esses “valores” se encarnam em dispositivos técnicos concretos. Na era das mídias eletrônicas, a igualdade se concretiza na possibilidade de cada um transmitir a todos; a liberdade toma forma nos softwares de codificação e no acesso a múltiplas comunidades virtuais, atravessando fronteiras, enquanto a fraternidade, finalmente, se traduz em interconexão mundial.  LEVY, P. Revolução virtual. Folha de S. Paulo.
Caderno Mais, 16 ago. 1998, p.3 (adaptado). O desenvolvimento de redes de relacionamento por meio de computadores e a expansão da Internet abriram novas perspectivas para a cultura, a comunicação e a educação. De acordo com as ideias do texto acima, a cibercultura: A representa uma modalidade de cultura pós-moderna
de liberdade de comunicação e ação. B constituiu
negação
dos
valores
progressistas defendidos pelos filósofos do Iluminismo. C banalizou a ciência ao disseminar o conhecimento nas redes sociais. D valorizou o isolamento dos indivíduos pela produção de softwares de codificação. E incorpora valores do Iluminismo ao favorecer o compartilhamento de informações e conhecimentos.",N,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Geral,Objetiva,4,"Democracia, ética e cidadania; Educação.",,A,"26,3","39,1","73,3",-47,"Com o advento da República, a discussão sobre a questão educacional torna-se pauta significativa nas esferas dos Poderes Executivo e Legislativo, tanto no âmbito Federal quanto no Estadual. Já na Primeira República, a expansão da demanda social se propaga com o movimento da escola- novista; no período getulista, encontram-se as reformas de Francisco Campos e Gustavo Capanema; no momento de crítica e balanço do pós-1946, ocorre a promulgaçãoda primeira Lei de Diretrizes e Bases da EducaçãoNacional, em 1961. É somente com a Constituição de 1988, no entanto, que os brasileiros têm assegurada a educação de forma universal, como um direito de todos, tendo em vista o pleno desenvolvimento da pessoa no que se refere a sua preparação para o exercício da cidadania e sua qualificação para o trabalho. O artigo 208 do texto constitucional prevê como dever do Estado a oferta da educação tanto a crianças como àqueles que não tiveram acesso ao ensino em idade própria à escolarização cabida. Nesse contexto, avalie as seguintes asserções e a relação proposta entre elas. A relação entre educação e cidadania se estabelece na busca da universalização da educação como uma das condições necessárias para a consolidação da democracia no Brasil. PORQUE Por meio da atuação de seus representantes nos Poderes Executivos e Legislativo, no decorrer do século XX, passou a ser garantido no Brasil o direito de acesso à educação, inclusive aos jovens e adultos que já estavam fora da idade escolar. A respeito dessas asserções, assinale a opção correta. A As duas são proposições verdadeiras, e a segunda é
uma justificativa correta da primeira. B As duas são proposições verdadeiras, mas a segunda
não é uma justificativa correta da primeira. C A primeira é uma proposição verdadeira, e a segunda, falsa. D A primeira é uma proposição falsa, e a segunda, verdadeira. E Tanto a primeira quanto a segunda asserções são
proposições falsas.",N,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Geral,Objetiva,5,Ecologia e biodiversidade.,,C,"84,2","73,9","69,2",15,"Desmatamento na Amazônia Legal. Disponível em: <www.imazon.org.br/mapas/desmatamento-mensal-2011>. Acesso em: 20 ago. 2011.
O ritmo de desmatamento na Amazônia Legal diminuiu no mês de junho de 2011, segundo levantamento feito pela
organização ambiental brasileira Imazon (Instituto do Homem e Meio Ambiente da Amazônia). O relatório elaborado
pela ONG, a partir de imagens de satélite, apontou desmatamento de 99 km2 no bioma em junho de 2011, uma redução
de 42% no comparativo com junho de 2010. No acumulado entre agosto de 2010 e junho de 2011, o desmatamento foi
de 1 534 km2, aumento de 15% em relação a agosto de 2009 e junho de 2010. O estado de Mato Grosso foi responsável
por derrubar 38% desse total e é líder no ranking do desmatamento, seguido do Pará (25%) e de Rondônia (21%).
Disponível em: <http://www.imazon.org.br/imprensa/imazon-na-midia>. Acesso em: 20 ago. 2011(com adaptações).
De acordo com as informações do mapa e do texto,
A
B
C
D
E
foram desmatados 1 534 km2 na Amazônia Legal nos últimos dois anos.
não houve aumento do desmatamento no último ano na Amazônia Legal.
três estados brasileiros responderam por 84% do desmatamento na Amazônia Legal entre agosto de 2010 e junho de 2011.
o estado do Amapá apresenta alta taxa de desmatamento em comparação aos demais estados da Amazônia Legal.
o desmatamento na Amazônia Legal, em junho de 2010, foi de 140 km 2 , comparando-se o índice de junho de 2011
ao índice de junho de 2010.",S,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Geral,Objetiva,6,Educação; Relações de Trabalho.,,B,"68,4","73,3","70,3","-1,9","A educação é o Xis da questão Disponível em: <http://ead.uepb.edu.br/noticias,82>. Acesso em: 24 ago. 2011. A expressão “o Xis da questão” usada no título do
infográfico diz respeito A à quantidade de anos de estudos necessários para
garantir um emprego estável com salário digno.
B às oportunidades de melhoria salarial que surgem à medida
que aumenta o nível de escolaridade dos indivíduos.
C à influência que o ensino de língua estrangeira nas
escolas tem exercido na vida profissional dos indivíduos.
D aos questionamentos que são feitos acerca da
quantidade mínima de anos de estudo que os
indivíduos precisam para ter boa educação.
E à redução da taxa de desemprego em razão da política
atual de controle da evasão escolar e de aprovação
automática de ano de acordo com a idade.",S,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Geral,Objetiva,7,Ecologia e biodiversidade. Desenvolvimento sustentável.,,B,"36,8",30,"28,7","8,1","A definição de desenvolvimento sustentável mais usualmente utilizada  é a que procura atender às necessidades atuais sem comprometer a capacidade das gerações futuras. O mundo assiste a um questionamento crescente de paradigmas estabelecidos na economia e também na cultura política. A crise ambiental no planeta,quando traduzida na mudança climática, é uma ameaça real  ao pleno desenvolvimento das potencialidades dos países. O Brasil está em uma posição privilegiada para enfrentar os enormes desafios que se acumulam. Abriga elementos fundamentais para o desenvolvimento: parte significativa da biodiversidade e da água doce existentes no planeta; grande extensão de terras cultiváveis; diversidade étnica e cultural e rica variedade de reservas naturais. O campo do desenvolvimento sustentável pode ser conceitualmente dividido  em
três
componentes: sustentabilidade ambiental, sustentabilidade econômica e sustentabilidade sociopolítica.  Nesse contexto, o desenvolvimento sustentável pressupõe A a preservação do equilíbrio global e do valor das
reservas de capital natural, o que não
justifica a
desaceleração do desenvolvimento econômico e
político de uma sociedade. B a
redefinição
de
critérios
e
instrumentos
de
avaliação de custo-benefício que reflitam os efeitos
socioeconômicos e os valores reais do consumo e da
preservação. C o reconhecimento de que, apesar de os recursos
naturais serem ilimitados, deve ser traçado um
novo modelo de desenvolvimento econômico para a
humanidade.
D a redução do consumo das reservas naturais com
a consequente estagnação do desenvolvimento
econômico e tecnológico.
E a distribuição homogênea das reservas naturais entre
as nações e as regiões em nível global e regional.",,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Geral,Objetiva,8,Globalização e geopolítica; Desigualdade social.,,E,"42,1",13,"15,1",27,"Em reportagem, Owen Jones, autor do livro Chavs: a difamação da classe trabalhadora, publicado no Reino
Unido, comenta as recentes manifestações de rua em Londres e em outras principais cidades inglesas.
Jones prefere chamar atenção para as camadas sociais mais desfavorecidas do país, que desde o início dos
distúrbios, ficaram conhecidas no mundo todo pelo apelido chavs, usado pelos britânicos para escarnecer dos hábitos
de consumo da classe trabalhadora. Jones denuncia um sistemático abandono governamental dessa parcela da
população: “Os políticos insistem em culpar os indivíduos pela desigualdade”, diz. (...) “você não vai ver alguém assumir
ser um chav, pois se trata de um insulto criado como forma de generalizar o comportamento das classes mais baixas.
Meu medo não é o preconceito e, sim, a cortina de fumaça que ele oferece. Os distúrbios estão servindo como o
argumento ideal para que se faça valer a ideologia de que os problemas sociais são resultados de defeitos individuais,
não de falhas maiores. Trata-se de uma filosofia que tomou conta da sociedade britânica com a chegada de Margaret
Thatcher ao poder, em 1979, e que basicamente funciona assim: você é culpado pela falta de oportunidades. (...) Os
políticos insistem em culpar os indivíduos pela desigualdade”.
Suplemento Prosa & Verso, O Globo, Rio de Janeiro, 20 ago. 2011, p. 6 (adaptado).
Considerando as ideias do texto, avalie as afirmações a seguir.
I.
Chavs é um apelido que exalta hábitos de consumo de parcela da população britânica.
II. Os distúrbios ocorridos na Inglaterra serviram para atribuir deslizes de comportamento individual como causas
de problemas sociais.
III. Indivíduos da classe trabalhadora britânica são responsabilizados pela falta de oportunidades decorrente da
ausência de políticas públicas.
IV. As manifestações de rua na Inglaterra reivindicavam formas de inclusão nos padrões de consumo vigente.
É correto apenas o que se afirma em
A I e II.
B I e IV.
C II e III.
D I, III e IV.
E II, III e IV.",,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Geral,Discursiva,D1,Educação à distância.,,-,"62,9","60,1",58,"4,9","A Educação a Distância (EaD) é a modalidade de ensino que permite que a
comunicação e a construção do conhecimento entre os usuários envolvidos
possam acontecer em locais e tempos distintos. São necessárias tecnologias
cada vez mais sofisticadas para essa modalidade de ensino não presencial, com
vistas à crescente necessidade de uma pedagogia que se desenvolva por meio
de novas relações de ensino-aprendizagem.
O Censo da Educação Superior de 2009, realizado pelo MEC/INEP, aponta
para o aumento expressivo do número de matrículas nessa modalidade. Entre
2004 e 2009, a participação da EaD na Educação Superior passou de 1,4%
para 14,1%, totalizando 838 mil matrículas, das quais 50% em cursos de
licenciatura. Levantamentos apontam ainda que 37% dos estudantes de EaD
estão na pós-graduação e que 42% estão fora do seu estado de origem.
Considerando as informações acima, enumere três vantagens de um curso a distância, justificando brevemente cada
uma delas. (valor: 10,0 pontos)",,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Geral,Discursiva,D2,Políticas públicas; Educação.,,-,"45,3","37,9","38,8","6,5","A Síntese de Indicadores Sociais (SIS 2010) utiliza-se
da Pesquisa Nacional por Amostra de Domicílios (PNAD)
para apresentar sucinta análise das condições de vida no
Brasil. Quanto ao analfabetismo, a SIS 2010 mostra que
os maiores índices se concentram na população idosa, em
camadas de menores rendimentos e predominantemente
na região Nordeste, conforme dados do texto a seguir.
População analfabeta com idade superior a 15 anos
A taxa de analfabetismo referente a pessoas de 15 anos
ou mais de idade baixou de 13,3% em 1999 para 9,7%
em 2009. Em números absolutos, o contingente era de
14,1 milhões de pessoas analfabetas. Dessas, 42,6%
tinham mais de 60 anos, 52,2% residiam no Nordeste
e 16,4% viviam com 1⁄2 salário-mínimo de renda familiar
per capita. Os maiores decréscimos no analfabetismo
por grupos etários entre 1999 a 2009 ocorreram na faixa
dos 15 a 24 anos. Nesse grupo, as mulheres eram mais
alfabetizadas, mas a população masculina apresentou
queda um pouco mais acentuada dos índices de
analfabetismo, que passou de 13,5% para 6,3%, contra
6,9% para 3,0% para as mulheres.
SIS 2010: Mulheres mais escolarizadas são mães mais tarde e têm menos filhos.
Disponível em: <www.ibge.gov.br/home/presidencia/noticias>.
Acesso em: 25 ago. 2011 (adaptado).
ano porcentagem
2000 13,6
2001 12,4
2002 11,8
2003 11,6
2004 11,2
2005 10,7
2006 10,2
2007 9,9
2008 10,0
2009 9,7
Fonte: IBGE
Com base nos dados apresentados, redija um texto dissertativo acerca da importância de políticas e programas
educacionais para a erradicação do analfabetismo e para a empregabilidade, considerando as disparidades
sociais e as dificuldades de obtenção de emprego provocadas pelo analfabetismo. Em seu texto, apresente uma
proposta para a superação do analfabetismo e para o aumento da empregabilidade. (valor: 10,0 pontos)",,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Discursiva,D3,Algoritmos. Iteração e recursividade. Fibonacci.,,-,"28,7","14,2","12,4","16,3",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Discursiva,D4,Estruturas de Dados; Recursividade; Árvore binária de pesquisa,,-,"30,8","4,7","3,4","27,4",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Discursiva,D5,Arquitetura de Computadores; Memória cache,,-,"1,8","0,8","0,6","1,2",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,9,Matemática Discreta,,D,"21,1","27,3","27,7","-6,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,10,Probabilidade e Estatística,,E,"42,1","51,3",50,"-7,9",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,11,Algoritmos; Complexidade,,C,"68,4","21,2",18,"50,4",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,12,Linguagens Formais,,B,"84,2",49,"40,5","43,7",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,13,Algoritmos,,-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,14,Matemática Discreta. Diagrama de Venn,,E,"68,4","31,6","31,6","36,8",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,15,Redes de Computadores,,D,"5,3",18,18,"-12,7",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,16,Redes de Computadores,,A,"21,1","21,2","21,2","-0,1",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,17,Sistemas Digitais; Circuitos Digitais.,,-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,18,Arquitetura de Computadores; Sistemas operacionais ,,B,"52,6","61,4","56,1","-3,5",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,19,Engenharia de Sofware. Qualidade de Sofware. Testes,,E,"89,5","58,8",51,"38,5",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,20,Teoria dos Grafos,,D,"42,1","25,3","27,1",15,,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,21,Estruturas de Dados,,A,"73,7","51,3","45,1","28,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,22,Circuitos Digitais. Tabelas verdade.,,C,"52,6","29,3",29,"23,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,23,Linguagens Formais,,-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,24,Estruturas de Dados; Algoritmos; Complexidade,,-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,25,Engenharia de Sofware. Padrões de Projeto,,E,"36,8",32,29,"7,8",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,26,Lógica e matemática discreta,,D,"42,1","18,2","17,8","24,3",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,27,Programação Paralela e Concorrente,,E,"57,9","26,9","24,2","33,7",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,28,Algoritmos; Complexidade,,B,"52,6","39,7",35,"17,6",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,29,Sistemas Operacionais ,,A,"42,1","21,7","15,3","26,8",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,30,Pesquisa e Ordenação de Dados,,C,"47,4","30,6","29,5","17,9",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,36,Complexidade. P versus NP,,D,"36,8","29,1","26,5","10,3",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,37,Linguagens de Programação. Escopo de variáveis.,,D,"31,6",21,"18,9","12,7",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,38,Linguagens Formais.Autômatos,,-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,39,Linguagens de Programação. Tipos Abstratos de Dados.,,D,"57,9","36,1","34,8","23,1",,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2011,Específica,Objetiva,40,Inteligência Artificial,,-,-,-,-,-,,,http://download.inep.gov.br/educacao_superior/enade/provas/2011/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2011/2011_rel_computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2011/relatorio/cursos/4004005824316907.pdf,
CC,2008,Geral,Objetiva,1,"Arte, cultura e filosofia;
Democracia e cidadania.",,C,"23,1","33,2","34,7","-11,6",,,http://download.inep.gov.br/download/Enade2008_RNP/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2008/2008_rel_sint_computacao_informatica.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2008/relatorio/cursos/400105824316907.pdf,
CC,2008,Geral,Objetiva,2,"Biodiversidade;
Ecologia;
Arte, cultura e filosofia;
Relações interpessoais (respeitar, cuidar, considerar e
conviver).",,E,"92,3","85,1",81,"11,3",,,http://download.inep.gov.br/download/Enade2008_RNP/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2008/2008_rel_sint_computacao_informatica.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2008/relatorio/cursos/400105824316907.pdf,
CC,2008,Geral,Objetiva,3,"Ecologia;
Relações interpessoais (respeitar, cuidar, considerar e
conviver).",,D,"76,9","47,7",41,"35,9",,,http://download.inep.gov.br/download/Enade2008_RNP/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2008/2008_rel_sint_computacao_informatica.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2008/relatorio/cursos/400105824316907.pdf,
CC,2008,Geral,Objetiva,4,"Sociodiversidade: multiculturalismo, tolerância e inclusão;
Exclusão e minorias;
Políticas públicas: educação, saneamento, saúde,
segurança e desenvolvimento sustentável;
Relações interpessoais (respeitar, cuidar, considerar e
conviver);
Democracia e cidadania;
Relações de trabalho.",,A,"76,9","63,4","61,8","15,1",,,http://download.inep.gov.br/download/Enade2008_RNP/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2008/2008_rel_sint_computacao_informatica.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2008/relatorio/cursos/400105824316907.pdf,
CC,2008,Geral,Objetiva,5,"Exclusão e minorias;
Políticas públicas: educação, saneamento, saúde,
segurança e desenvolvimento sustentável;
Democracia e cidadania;
Relações de trabalho.",,D,"92,3","84,5","79,7","12,6",,,http://download.inep.gov.br/download/Enade2008_RNP/COMPUTACAO.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2008/2008_rel_sint_computacao_informatica.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2008/relatorio/cursos/400105824316907.pdf,
